path,class
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara25.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_monaita_granada4.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_mihrab_mezquita_cordoba3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5db2c2d58820d.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bd4b5dfc5dd4.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5d99bc04097a3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_san_isidro_mezquita_cordoba3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara24.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bec3b6fce57a.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_atarazanas_malaga5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/ermita_sansebastian.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara10.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bacb800b40e1.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bbcca3f7448f.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5e4fb97a24480.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c7055db5202c.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bae64dc35949.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/corral_carbon_granada5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara12.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_de_las_pesas_granada3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5db2c2a620a94.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bd34f039bd23.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/patio_yeso_reales_alcazares_sevilla3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bae6559d55ef.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_elvira_granada6.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/aljibe_san_miguel_bajo4.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_del_vino_granada5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara20.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bccb200d68f2.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c879cb97a78b.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_115509.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5e5ff7ce76776.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c45b1d2472c7.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bc5c30c3eaf6.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5db079dfc13c7.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c82f4cdc538e.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c85601a50e23.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c700b74d7c96.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara15.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bdee0fc89299.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bacb65e7ea39.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_130014.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5defb57b27d8b.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/alcazaba_malaga3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5e4fb8674b6b0.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_mihrab_mezquita_cordoba6.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/alhambra2.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/alminar_san_jose_granada5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5d9dcd1b591de.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5be567087517e.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c24c231d82db.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/patio_yeso_reales_alcazares_sevilla6.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bec1e4b72f12.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/corral_carbon_granada2.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_112649.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c6fda72e1704.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_122208.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bba4d3b86c50.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara30.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/patio_doncella_reales_alcazares_sevilla9.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_del_vino_granada6.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/dintel_adovelado4.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_112802.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5b8eceba8b412.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5e4fbfcdcf33a.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5ced1021171f9.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5db2e7f92118d.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_monaita_granada2.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/patio_yeso_reales_alcazares_sevilla.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_105457.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bacf44fbf465.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c1b6073a8372.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c9620edef2ff.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_del_vino_granada4.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/corral_carbon_granada10.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_san_isidro_mezquita_cordoba6.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/alminar_san_jose_granada3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/corral_carbon_granada8.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bbcd9a5ae35a.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_elvira_granada.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bd577ad73bb0.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bacf42460d8d.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c879cbec00c9.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5db2e635ab8ed.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bd34f9db3310.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_115516.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_115504.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara34.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_san_isidro_mezquita_cordoba7.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bdec6139317d.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5e4fb8cac7644.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_atarazanas_malaga7.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara31.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/patio_doncella_reales_alcazares_sevilla12.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_san_isidro_mezquita_cordoba5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bcaecccd162f.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_monaita_granada6.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_113400.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5d31db347e7fe.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_del_vino_granada7.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/dintel_adovelado5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bd34e85bb4d0.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5d99bd6a1dd7f.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bf678c169e06.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5db2c3273aa37.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_elvira_granada3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c879cd0ed2cc.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara32.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bdee1652730b.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c879cb402953.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c38866fefaad.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bae5bf050e24.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_visires_mezquita_cordoba2.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/patio_doncella_reales_alcazares_sevilla11.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_del_vino_granada12.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/dintel_adovelado.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/patio_yeso_reales_alcazares_sevilla2.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bae5ed261c0c.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bd753b475e1b.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5c9d17c407acd.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/corral_carbon_granada7.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/aljibe_san_miguel_bajo2.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara33.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bbe3f16a2771.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara4.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/corral_carbon_granada.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara21.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/patio_doncella_reales_alcazares_sevilla.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/aljibe_san_miguel_bajo3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_mihrab_mezquita_cordoba2.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_150121.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_elvira_granada5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_justicia_granada5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_justicia_granada3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bc745d744106.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_elvira_granada2.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/alhambra.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara36.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/alminar_san_jose_granada4.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_150308.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_145543.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara19.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bae5c28a8f11.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_atarazanas_malaga3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5d611a0ccb7b5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5e4fb8e1009fb.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara6.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_monaita_granada3.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_mihrab_mezquita_cordoba.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara18.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bb0a6aa5f6e4.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5d99bb312e792.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/dintel_adovelado6.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_mihrab_mezquita_cordoba5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_monaita_granada5.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/puerta_del_vino_granada9.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara8.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bbcca84a8516.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5ca46555b8d6f.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/alminar_san_jose_granada.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5d623f17ab783.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/patio_doncella_reales_alcazares_sevilla13.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/5bdedefa3f97e.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/medina_azahara11.xml,01.musulman
../Data/Dataset-IGRB1092_14cls/01.musulman/xml/20181212_115538.xml,01.musulman
